# label=scattered_vis0_bs128_cw1_n100000,mode=scattered,N=100000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,0.4669,1.4058
1,0.3226,4.8417
2,0.3338,1.1244
3,0.3471,2.2149
4,0.7209,1.1740
5,0.3123,1.1324
6,0.3205,0.8534
7,0.3236,0.7952
8,0.3164,0.9138
9,0.3164,0.8679
10,0.3656,0.8766
11,0.3092,1.1607
12,0.3215,0.7880
13,0.3359,0.8944
14,0.3533,0.7033
15,0.3318,0.8013
16,0.3144,1.0331
17,0.7322,0.7605
18,0.3400,1.6827
19,0.3062,0.7781
20,0.4997,0.8945
21,0.7229,1.2654
22,0.3256,1.2114
23,0.3389,0.9421
24,0.3164,0.7250
25,0.3236,0.8176
26,0.5489,0.7453
27,0.3195,1.0615
28,0.3236,1.1422
29,0.3277,0.7555
30,0.3164,0.9844
31,0.3205,0.7099
32,0.4219,0.8429
33,0.3287,0.7757
34,0.3144,0.8174
35,0.3236,1.5433
36,0.3205,0.7939
37,0.3277,0.8347
38,0.6472,0.7313
39,0.7270,1.0892
40,0.3246,1.2497
41,0.4895,0.8112
42,0.3123,0.8984
43,0.3236,0.7657
44,0.5376,0.8462
45,0.3277,1.0403
46,0.3185,1.1297
47,0.3185,0.8150
48,0.3267,0.7591
49,0.3226,0.7697
50,0.3174,0.8502
51,0.3195,0.6827
52,0.3215,0.7687
53,0.3277,0.7480
54,0.3318,1.4922
55,0.3389,0.8255
56,0.3246,0.7977
57,0.3328,0.7053
58,0.3297,0.9243
59,0.3287,1.1472
60,0.3369,0.8199
61,0.3308,0.7858
62,0.3430,0.7681
63,0.6083,0.9095
64,0.3215,0.9715
65,0.3379,0.7903
66,0.3318,1.1293
67,0.3287,0.8016
68,0.3318,0.7316
69,0.3430,0.7644
70,0.3287,0.8540
71,0.3308,0.9008
72,0.3441,1.2877
73,0.3246,0.9848
74,0.3287,0.8126
75,0.3400,0.7533
76,0.3318,0.8421
77,0.3502,0.9465
78,0.3287,1.0830
79,0.3369,0.8727
80,0.3410,0.7522
81,0.3543,1.2657
82,0.3400,0.7898
83,0.3389,0.7433
84,0.3236,1.1671
85,0.3430,0.6768
86,0.3615,0.9751
87,0.3318,0.7854
88,0.3348,0.7269
89,0.3389,1.0291
90,0.3553,0.7871
91,0.3308,1.6033
92,0.3297,0.8545
93,0.3594,0.7374
94,0.3318,0.8149
95,0.3533,0.7282
96,0.3553,1.1995
97,0.3604,0.7748
98,0.3543,0.8776
99,0.3533,0.8525
100,0.3328,0.9770
101,0.7444,0.8182
102,0.3420,1.2577
103,0.3420,0.9255
104,0.3338,0.8093
105,0.3318,0.7233
106,0.3420,0.8215
107,0.3523,1.0452
108,0.3482,0.8516
109,0.3348,1.5738
110,0.3359,0.8419
111,0.3348,0.7983
112,0.3676,0.7872
113,0.3758,0.7756
114,0.3359,1.1654
115,0.3727,0.9774
116,0.3441,0.8721
117,0.3328,0.6790
118,0.5222,0.6712
119,0.7660,1.0580
120,0.4393,1.7398
121,0.3584,0.8557
122,0.3666,0.7966
123,0.5171,0.8555
124,0.3502,0.9547
125,0.3543,0.8222
126,0.3543,1.8115
127,0.3410,0.7341
128,0.3492,0.7775
129,0.3533,0.8774
130,0.7700,1.0686
131,0.3604,1.2302
132,0.3441,0.8341
133,0.3400,0.8121
134,0.3584,0.8419
135,0.3461,0.7034
136,0.7434,1.0807
137,0.3533,1.1789
138,0.3297,0.8043
139,0.3625,0.7698
140,0.4229,0.8876
141,0.5222,0.9440
142,0.3553,0.9140
143,0.3584,0.8348
144,0.3441,1.3699
145,0.3502,0.9349
146,0.3615,0.8072
147,0.3789,0.9484
148,0.3512,0.9154
149,0.3461,1.1515
150,0.3430,0.7694
151,0.3430,0.8279
152,0.3697,0.8254
153,0.3471,0.8178
154,0.7352,0.9774
155,0.3441,1.1724
156,0.3441,0.8453
157,0.3492,0.7593
158,0.3932,0.8328
159,0.5437,0.8863
160,0.3584,0.9946
161,0.3615,0.8759
162,0.3553,1.5008
163,0.3635,0.7617
164,0.3523,0.8266
165,0.3492,0.8748
166,0.3615,0.8724
167,0.3727,1.1898
