# label=scattered_vis0_bs256_cw2_n200000,mode=scattered,N=200000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,3.3710,1.2976
1,1.7889,6.7337
2,1.5790,2.7090
3,2.1074,2.0018
4,1.3998,2.8599
5,2.7658,1.9019
6,1.3517,3.2135
7,1.6138,1.8726
8,1.3271,2.0907
9,1.4336,2.2342
10,1.8893,1.9394
11,1.3804,2.4251
12,1.3578,2.0585
13,1.7644,1.8628
14,1.3425,2.4308
15,1.7306,1.8482
16,1.3445,2.2245
17,1.5053,2.1818
18,2.0920,2.0507
19,1.7480,3.3608
20,3.0249,2.1549
21,1.3629,3.5765
22,2.1309,1.8518
23,1.4316,2.5797
24,1.3722,1.8466
25,1.3824,1.8805
26,1.2820,2.0637
27,1.4510,2.1535
28,1.2687,1.9090
29,1.3425,2.1223
30,1.3425,1.8450
31,1.3466,1.9931
32,1.4039,2.0472
33,2.3122,1.8713
34,1.4807,2.8115
35,1.3425,1.8711
36,1.2493,1.7869
37,1.5196,2.1572
38,1.4981,2.0526
39,1.4254,2.0747
40,1.7818,2.1990
41,1.7275,2.6848
42,1.3896,2.1714
43,1.8053,2.2566
44,1.3599,2.2641
45,1.5667,3.4375
46,1.2995,2.0710
47,1.2974,2.0755
48,1.7183,1.7846
49,1.2575,2.4163
50,1.4950,1.9462
51,1.3527,1.9612
52,1.3681,2.2342
53,1.4623,1.8038
54,1.2585,1.8783
55,1.3158,2.0382
56,1.6773,1.8159
57,1.4090,2.1530
58,1.4858,2.3546
59,2.1207,1.9936
60,1.5350,2.6902
61,1.6947,2.0761
62,1.6845,2.2762
63,1.4991,2.2942
64,1.8493,1.9697
65,1.6937,2.4486
66,1.3916,2.4002
67,1.2657,1.9972
68,1.4008,3.0782
69,1.3937,1.8780
70,1.4234,2.0999
71,2.3327,1.9274
72,1.5913,2.8403
73,1.8770,2.2228
74,1.3455,2.2689
75,1.3281,1.8283
76,1.7900,1.8229
77,1.5432,2.2682
78,1.5647,2.1473
79,1.3394,2.1409
80,1.3783,2.0423
81,1.8534,1.8902
82,1.4653,2.3374
83,1.6466,1.9866
84,2.0726,2.2312
85,1.5882,2.8208
86,2.3224,2.1190
87,1.5186,2.7986
88,1.7428,2.1021
89,2.2661,2.2717
90,1.9825,3.8586
91,1.4541,2.4974
92,1.4991,1.9608
93,1.7582,2.1729
94,1.4705,2.2741
95,1.4193,1.9394
96,1.3271,1.9160
97,1.4131,2.1666
98,2.0879,1.9307
99,1.5483,2.8747
100,1.8043,1.9571
101,1.3988,2.3086
102,1.4930,2.0550
103,2.4586,2.0440
104,1.4039,2.8781
105,1.4111,1.8892
106,1.3967,1.9078
107,1.3937,2.1788
108,1.9497,1.8844
109,1.3261,2.4275
110,1.5329,1.8504
111,1.4797,2.1143
112,1.5401,2.1163
113,1.6189,2.2144
114,1.6568,2.0686
115,1.3926,3.5391
116,1.3117,1.8900
117,1.3537,2.0541
118,1.4797,1.7971
119,1.2943,1.9606
120,1.3322,1.9443
121,1.4418,1.7936
122,1.4469,1.8862
123,1.3251,2.0637
124,1.7644,1.8018
125,1.5616,2.2272
126,1.3783,2.0557
127,1.6865,1.8296
128,1.3957,2.3163
129,1.3466,1.8101
130,1.6538,1.8448
131,1.3722,2.0972
132,1.5616,1.9086
133,1.3466,2.0205
134,1.4490,2.0733
135,1.4551,1.9062
136,1.4653,1.9571
137,1.4705,2.1557
138,3.0792,1.9227
139,1.6026,3.6630
140,1.7521,2.1424
141,1.5360,2.3732
142,1.5237,2.0838
143,1.3906,1.9472
144,1.4807,2.1409
145,2.0849,1.9262
146,1.4449,2.6395
147,1.5944,2.0268
148,1.7889,2.0559
149,1.5729,2.2870
150,2.0982,2.1462
151,1.6046,2.5266
152,1.7459,2.1031
153,1.8616,2.2830
154,1.6200,2.4150
155,2.3685,2.2302
156,1.6876,2.8000
157,3.0679,2.1303
158,1.3967,3.5832
159,2.1033,2.1506
160,1.5913,2.9827
161,1.6067,2.0566
162,1.3619,2.1623
163,1.6599,2.1763
164,2.2118,2.0887
165,1.5872,2.7749
166,1.6230,2.0372
167,1.3588,2.1104
168,1.5759,2.0841
169,2.1381,2.0291
170,1.6077,2.7694
171,1.6435,2.0842
172,1.3517,2.1166
173,1.8022,2.2165
174,2.0163,2.2919
175,1.6640,2.6936
176,1.6230,2.1241
177,1.4080,2.0856
178,1.6722,2.1490
179,3.0239,2.0755
180,1.5124,3.6778
181,1.8012,2.1910
182,1.4725,2.1781
183,1.3650,1.9343
184,1.3404,1.8722
185,1.4080,2.1157
186,1.7992,1.8809
187,1.4152,2.2588
188,1.3844,1.8903
189,1.9190,1.8729
190,1.4838,2.3991
191,1.5145,1.9784
192,1.3332,1.9443
193,1.4469,2.0396
194,1.4336,1.9261
195,1.3199,1.8943
196,1.4459,2.1020
197,1.4715,1.8983
198,1.3230,1.9620
199,1.4479,2.0194
200,2.2497,1.9394
201,1.7490,2.7881
202,1.4766,2.1363
203,2.4832,1.9698
204,1.4387,3.6329
205,1.4602,1.9192
206,1.6087,2.2405
207,2.1484,2.1010
208,1.4090,2.6161
209,1.6384,1.9509
210,1.3599,2.0595
211,1.4889,2.0845
212,1.9354,2.0175
213,1.3834,2.3976
214,1.4715,1.8784
215,1.7060,1.9374
216,1.3947,2.2859
217,1.4131,1.8907
218,1.4131,1.8848
219,1.6312,2.1552
220,1.9866,2.1569
221,1.5309,2.4939
222,1.4838,1.9824
223,1.9999,1.9579
224,1.7234,2.8255
225,2.6993,2.1287
226,1.4285,3.1745
227,2.1740,2.5359
228,1.4930,2.6064
229,1.5012,1.9794
230,1.4715,1.9957
231,1.5493,2.2990
232,2.0244,1.9988
233,1.5053,2.5199
234,1.5770,1.9671
235,1.7664,2.0363
236,1.6435,2.2234
237,1.8012,2.0139
238,1.4172,2.2620
239,1.4275,1.9369
240,2.1002,1.8634
241,1.5391,2.5675
242,1.6261,2.0899
243,1.5606,2.1333
244,1.6169,2.2803
245,2.1514,2.3066
246,1.4612,2.7940
247,2.8109,1.9412
248,1.3773,3.2904
249,2.0429,2.2446
250,1.4387,2.5081
251,1.4797,1.9182
252,2.0367,1.9403
253,1.4520,2.5481
254,1.5217,1.9296
255,1.3578,1.9701
256,1.6230,2.0751
257,1.8719,1.9657
258,1.4643,2.3990
259,1.5565,1.9844
260,1.8790,1.9695
261,1.4152,2.4342
262,1.5176,1.9248
263,1.4285,1.9779
264,1.5852,2.2452
265,2.1453,2.0104
266,1.6486,2.5992
267,1.7920,2.1676
268,1.4694,2.4106
269,1.8463,2.3388
270,3.1590,2.5103
271,1.5647,3.7029
272,1.3558,2.0055
273,1.5759,2.1252
274,2.0347,2.0231
275,1.4387,2.5255
276,1.5063,1.8776
277,1.8801,1.9740
278,1.4582,2.4734
279,1.4490,1.9241
280,1.3496,1.9022
281,1.5043,2.1266
282,1.8135,1.9201
283,1.6794,2.3017
284,1.5534,2.1515
285,1.8186,2.2621
286,1.4940,2.1989
287,1.5329,1.9605
288,1.3998,2.0192
289,1.6220,2.2053
290,2.1166,2.2823
291,1.6261,2.7049
292,2.6307,2.1300
293,1.4582,3.2392
294,2.2016,2.4630
295,1.6456,2.6391
296,1.6200,2.1405
297,1.4387,2.1504
298,1.3937,2.1857
299,1.9558,1.8972
300,1.6435,2.3906
301,1.4520,2.1349
302,1.9384,1.9221
303,1.4643,2.4529
304,2.0511,1.9981
305,1.4746,2.4562
306,1.4428,1.9173
307,2.0152,1.9479
308,1.6118,2.4762
309,1.6486,2.1061
310,1.4316,2.1454
311,1.6783,2.2322
312,2.1740,2.1349
313,1.5565,2.6544
314,1.9118,2.0166
315,1.3773,2.3833
316,2.0931,3.1797
317,1.5657,2.5650
318,1.5196,2.0163
319,1.8688,1.9581
320,1.6026,2.4341
321,2.0378,2.0358
322,1.4858,2.5295
323,1.4213,1.9488
324,2.1064,1.8739
325,1.5596,2.6189
326,2.0797,2.0615
327,1.5606,2.5409
328,1.5002,2.0404
329,2.0122,1.9584
330,1.6835,2.5054
331,1.5852,2.1623
332,1.4787,2.1482
333,1.5759,2.1456
334,2.2559,2.1632
335,1.5923,2.7484
336,1.4029,2.0004
337,1.8002,1.9499
338,1.6015,3.4321
339,1.4746,4.1086
340,1.8975,1.9020
341,1.5391,2.3942
342,1.4858,1.9983
343,1.7592,1.9343
344,1.4879,2.3662
345,2.1381,1.9136
346,1.5585,2.6847
347,1.5647,1.9912
348,2.1412,2.0407
349,1.4592,2.7135
350,1.9098,1.8922
351,1.4316,2.3785
352,1.7019,2.0014
353,2.0132,2.0944
354,1.5616,2.5551
355,1.6292,2.0654
356,1.5596,2.2952
357,1.5073,2.2172
358,3.1314,1.9520
359,1.4807,3.5947
360,2.1504,1.9532
361,1.4705,2.6145
362,1.4582,1.9493
363,1.3824,1.9237
364,1.4889,2.1914
365,1.9538,1.9454
366,1.4797,2.4037
367,1.5237,1.9638
368,1.7879,1.9606
369,1.4879,2.2842
370,2.0746,1.9832
371,1.4356,2.5624
372,1.5258,1.9434
373,2.0787,1.9602
374,1.4449,2.5495
375,1.6435,1.9194
376,1.7879,2.1309
377,1.6333,2.2600
378,2.0623,2.1588
379,1.6998,2.8078
380,1.4182,2.0645
381,1.9323,1.8865
382,1.5493,3.5398
383,1.3916,1.9640
384,1.5729,2.1986
385,2.0685,2.0153
386,1.5022,2.5645
387,1.5667,1.9259
388,1.7326,2.0305
389,1.5299,2.2076
390,1.9159,1.9814
391,1.4152,2.3978
392,1.7162,1.8950
393,1.8012,2.1700
394,1.4592,2.3989
395,1.7674,1.8971
396,1.4336,2.2455
397,1.7152,2.0827
398,2.1975,2.3289
399,1.5749,2.6112
400,1.5892,2.0735
