# label=coherent_vis0_bs128_cw2_n20000,mode=coherent,N=20000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,0.7444,1.8277
1,0.5734,5.0854
2,0.1761,2.7601
3,0.1833,0.7303
4,0.1413,0.8699
5,0.4291,0.8211
6,0.1485,0.8469
7,0.1577,0.6594
8,0.4014,1.0684
9,0.3656,1.0201
10,0.3553,1.1158
11,0.1464,1.1417
12,0.5274,0.8625
13,0.1321,0.9429
14,0.1454,0.5458
15,0.3430,0.5699
16,0.3717,1.0397
17,0.1608,1.0283
18,0.1423,0.8088
19,0.6216,0.7169
20,0.3922,1.4031
21,0.1485,0.9243
22,0.1403,1.1470
23,0.1423,0.6486
24,0.1454,0.4933
25,0.1434,0.7738
26,0.1577,0.6318
27,0.1352,1.0772
28,0.1505,0.6086
29,0.1444,0.6047
30,0.1423,0.5394
31,0.1751,0.6852
32,0.1393,0.5314
33,1.1428,0.6566
34,0.1567,1.6370
35,0.1536,0.9227
36,0.1393,0.9969
37,0.1505,0.5883
38,0.3133,0.6820
39,0.5468,0.9367
40,0.3809,1.5126
41,0.1434,0.8461
42,0.1434,0.6353
43,0.1444,0.6126
44,0.1444,0.5099
45,0.1352,0.8924
46,0.1352,0.6883
47,0.1372,0.8603
48,0.1393,0.6376
49,0.1761,0.5700
50,0.1403,0.7426
51,0.1495,0.5533
52,0.1833,0.5181
53,0.1331,0.7341
54,0.5366,0.5932
55,0.1638,1.0004
56,0.1495,0.6657
57,0.1321,0.5557
58,0.1710,0.7104
59,0.1393,0.5457
60,0.1987,0.4751
61,0.4362,0.7745
62,0.5212,0.8088
63,0.1434,1.4586
64,0.1444,0.7590
65,0.3994,0.7424
66,0.4065,1.0090
67,0.3809,1.7487
68,0.1485,1.8577
69,0.1434,1.2836
70,0.1784,0.9736
71,0.1751,1.6818
72,0.3830,1.0880
73,0.3860,1.9122
74,0.1556,1.5278
75,0.5724,1.3752
76,0.1444,1.5708
77,0.1659,1.0197
78,0.5949,1.0183
79,0.1434,1.5048
80,0.3768,1.2261
81,0.1720,1.2076
82,0.3697,1.0184
83,0.1464,1.1122
84,0.5304,0.9743
85,0.1853,1.9518
86,0.1485,1.0543
87,0.1423,0.6673
88,0.4413,0.7078
89,0.1485,1.5122
90,0.4004,1.0234
91,0.1352,1.0090
92,0.1505,0.7223
93,0.1577,0.7146
94,0.1475,0.7514
95,0.3123,1.0311
96,0.1321,1.1737
97,0.1434,0.5926
98,0.1444,0.7013
99,0.1597,0.6957
100,0.1423,0.7183
101,0.7414,0.8902
102,0.1444,1.4460
103,0.1679,0.6723
104,0.1772,0.6643
105,0.1659,0.6308
106,0.4024,0.7650
107,0.1751,1.0316
108,0.9390,0.7279
109,0.1516,1.3192
110,0.1454,0.7263
111,0.3830,0.5669
112,0.1413,0.8536
113,0.1413,0.7748
114,0.8008,0.7329
115,0.1464,1.6798
116,0.3850,0.5102
117,0.1628,0.8996
118,0.1495,0.5549
119,0.1423,0.7101
120,0.1434,0.4905
121,0.3113,0.5670
122,0.1710,1.0717
123,0.5140,1.1351
124,0.1751,0.9603
125,0.3922,0.8184
126,0.1802,0.8061
127,0.3174,0.8318
128,0.1669,0.8480
129,0.3226,0.9393
130,0.1546,1.2952
131,0.1587,0.5153
132,0.1792,0.5915
133,0.2970,0.6460
134,0.1556,1.0934
135,0.5509,0.6490
136,0.1894,0.9838
137,0.1505,0.7869
138,0.3738,0.7009
139,0.1495,0.7820
140,0.3052,0.5897
141,0.1505,0.7588
142,1.1448,0.7402
143,0.3553,1.9134
144,0.1710,1.3598
145,0.1423,0.6809
146,0.4925,0.5133
147,0.5376,0.9736
148,0.1423,1.3700
149,0.1597,0.5750
150,0.1495,0.5218
151,0.3195,0.6072
152,0.1628,0.8586
153,0.3277,0.9280
154,0.1935,0.7966
155,0.1833,0.7396
156,0.1454,0.8932
157,0.1464,0.5291
158,0.1597,0.5872
