# label=coherent_vis0_bs128_cw1_n1000000,mode=coherent,N=1000000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,2.8150,1.1042
1,2.0521,6.7888
2,2.8078,3.4734
3,2.0961,3.4324
4,2.7802,2.4868
5,1.8842,3.3065
6,2.7228,2.5748
7,1.9046,3.1830
8,2.5876,2.4823
9,1.9190,3.1017
10,2.8303,2.4751
11,1.9804,3.6122
12,2.4812,2.3998
13,1.9804,3.0885
14,2.2979,2.4631
15,1.9261,2.7294
16,2.7412,2.4321
17,1.9886,3.5208
18,2.1965,2.4540
19,1.9804,2.6902
20,2.2651,2.4658
21,1.8975,3.4213
22,2.4136,2.7388
23,1.9692,3.0011
24,2.3204,2.4613
25,2.0490,2.7886
26,2.2528,2.6388
27,2.1187,2.8196
28,2.4986,2.8078
29,1.9651,2.9301
30,2.2088,2.7040
31,2.1893,2.6893
32,2.1709,2.7006
33,2.0623,2.7693
34,2.6737,2.5086
35,2.0920,3.3327
36,2.2600,2.6124
37,2.2702,2.7972
38,2.2477,2.8028
39,2.3818,3.0035
40,2.6900,2.9342
41,2.7802,3.2635
42,2.3941,3.3967
43,4.2404,3.1885
44,3.2092,4.8579
45,2.3255,3.7259
46,2.3624,2.8519
47,2.3071,3.0652
48,2.4422,3.0576
49,2.2682,2.9723
50,2.8436,2.7707
51,5.4671,3.4659
52,4.2455,6.1363
53,2.5170,4.9427
54,1.9425,3.2317
55,3.0812,3.0317
56,2.3736,3.7483
57,3.7509,3.0830
58,2.9450,4.2884
59,2.1975,3.6638
60,2.4637,2.6376
61,2.1565,3.1749
62,2.5631,3.1613
63,2.2118,3.0858
64,2.3265,2.7116
65,2.7433,4.1004
66,2.2528,3.2767
67,3.7888,2.7562
68,2.8252,4.3889
69,2.2149,3.3945
70,2.7771,2.7099
71,2.0521,3.2975
72,3.8861,2.6258
73,2.9737,4.5710
74,1.9456,3.4941
75,2.7167,2.4369
76,2.1637,3.2219
77,2.6542,2.6074
78,2.0931,3.1341
79,2.6307,2.4703
80,2.1668,3.0934
81,2.3491,2.6376
82,2.1729,2.8119
83,2.7904,2.5431
84,2.0890,3.3283
85,2.6778,2.5450
86,2.2016,3.3622
87,3.7089,2.5921
88,2.5856,4.1563
89,2.0818,3.1014
90,2.5784,2.5476
91,1.9958,3.0771
92,2.4105,2.4631
93,2.0235,2.9029
94,2.5436,2.4821
95,1.9538,3.0408
96,2.4658,2.4300
97,2.0122,2.9554
98,2.6798,2.5715
99,2.0081,3.0880
100,2.0490,2.5305
101,2.1934,2.5971
102,2.3142,2.7542
103,1.9466,2.7566
104,2.1545,2.6429
105,2.4484,2.6861
106,2.7699,3.8623
107,2.0378,3.2716
108,2.7197,2.5111
109,2.1719,3.1932
110,2.1914,2.7015
111,2.1944,2.7254
112,2.4924,2.5780
113,2.0163,2.9878
114,2.4054,2.4753
115,1.9671,2.9430
116,2.6470,2.4469
117,2.2098,3.3708
118,2.7064,2.6359
119,2.1709,3.2124
120,2.9624,2.6979
121,2.2610,3.6152
122,2.0439,2.8128
123,2.8099,3.6446
124,1.9753,3.3056
125,2.7075,2.5435
126,2.1432,3.2342
127,2.4197,2.6326
128,2.1453,2.9984
129,2.7156,2.6202
130,2.0449,3.1750
131,2.6286,2.5591
132,2.0572,3.2280
133,2.1780,2.7222
134,2.0695,2.6460
135,2.8109,2.5636
136,2.2415,3.6577
137,2.2538,2.6842
138,2.1238,2.7244
139,2.5979,2.5917
140,2.1053,3.0793
141,2.5262,2.6327
142,2.8836,4.2712
143,2.1914,3.4267
144,2.9583,2.8422
145,2.2764,3.6604
146,2.7464,2.9530
147,2.3071,4.4145
148,2.0593,2.8648
149,2.3163,2.5491
150,2.0982,2.9884
151,2.5006,2.5457
152,2.1330,3.1709
153,2.6829,2.9326
154,2.2149,3.1313
155,2.4822,2.7440
156,2.2272,2.9823
157,1.9855,2.8074
158,2.6040,3.6801
159,2.0511,3.0908
160,2.7433,2.5153
161,2.1176,3.2805
162,2.6235,2.5815
163,1.9866,3.1403
164,2.6143,2.5017
165,1.9917,3.1024
166,2.4474,2.5176
167,2.0900,2.9523
168,2.6829,2.5689
169,2.1944,3.2375
170,2.5569,2.6392
171,2.0460,3.2206
172,3.7171,2.5419
173,2.5774,4.2171
174,1.8811,3.0477
175,2.5549,2.3689
176,2.0244,3.0386
177,2.5487,2.4988
178,1.9333,3.0198
179,2.6440,2.4059
180,2.0132,3.1533
181,2.0890,2.4563
182,1.7039,2.5445
183,1.9108,2.5769
184,1.8422,2.3987
185,2.0306,2.4678
186,2.6409,2.5195
187,2.1432,3.3835
188,2.5405,2.7476
189,2.1627,3.0663
190,3.6198,2.5179
191,2.8365,4.1403
192,2.3081,3.3614
193,2.6675,2.7089
194,2.0695,3.0554
195,2.4023,2.6000
196,2.0183,2.8268
197,2.6358,2.4587
198,2.0460,3.1322
199,2.3982,2.5431
200,1.9702,2.8628
201,2.5702,2.4550
202,2.0685,3.0383
203,2.5754,2.5821
204,2.0777,3.0944
205,2.8150,2.5495
206,2.3040,3.5224
207,3.6014,2.8384
208,2.5774,4.0947
209,2.0326,3.0252
210,2.6122,2.4949
211,2.0040,3.1159
212,2.5201,2.4525
213,1.9210,2.9824
214,2.5344,2.3981
215,1.9374,2.9947
216,2.5815,2.4802
217,1.9712,3.0103
218,2.6941,2.4279
219,2.0163,3.1800
220,2.2036,2.5905
221,1.8883,2.6581
222,2.1873,2.9153
223,1.8575,2.7088
224,2.0204,2.5455
225,2.0511,2.4973
226,2.5385,3.6818
227,1.9988,3.0627
228,2.4986,2.4522
229,2.1002,3.0025
230,2.5303,2.6303
231,2.0060,2.9964
232,2.4750,2.4336
233,1.9999,2.9931
234,2.5866,2.4465
235,1.9866,3.0661
236,2.6225,2.4386
237,1.9640,3.1222
238,2.1248,2.4960
239,2.0480,2.6959
240,2.0808,2.6393
241,2.0787,2.7107
242,2.6798,2.7907
243,1.9671,3.3160
244,2.2651,3.7902
245,2.0838,2.9674
246,2.4617,2.5984
247,2.0623,3.0571
248,3.7878,2.8386
249,2.9716,4.2620
250,2.1996,3.5515
251,3.8584,2.6219
252,2.1893,4.4272
253,1.8872,2.6846
254,2.1023,2.5873
255,2.1330,2.6244
256,2.8160,4.1669
257,2.1166,3.3602
258,3.8175,2.6207
259,2.7761,4.6363
260,2.1821,3.3093
261,3.8072,2.6228
262,2.1391,4.3526
263,2.1197,2.7019
264,2.1043,2.8368
265,2.0552,2.6832
266,2.8140,3.6955
267,2.2272,3.4788
268,3.8298,2.6814
269,2.1176,4.3471
270,2.2159,2.7003
271,2.3122,2.7791
272,2.0931,2.8361
273,2.7730,3.5571
274,2.2907,3.3911
275,3.8513,2.8066
276,2.2723,4.2816
277,2.2876,3.0174
278,3.0976,2.7475
279,1.7439,3.6071
280,2.7003,2.8891
281,2.3255,3.2267
282,3.8349,3.2529
283,2.7658,4.2956
284,2.2385,3.3829
285,3.7827,2.7430
286,2.7044,4.4270
287,2.2467,3.2857
288,4.2936,2.7119
289,2.1033,4.7806
290,2.0992,2.5969
291,3.2031,3.0134
292,1.7459,3.6394
