# label=naive_vis0_bs128_cw2_n5000,mode=naive,N=5000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,0.5970,1.1455
1,0.5888,4.8698
2,0.5898,2.3852
3,0.5878,1.0608
4,0.5888,1.4261
5,0.5888,1.1668
6,0.5878,1.3975
7,0.5888,1.0428
8,0.5888,1.0413
9,0.5888,1.0346
10,0.5888,1.1305
11,0.5888,2.2734
12,0.5888,1.3524
13,0.5888,1.2617
14,0.5888,1.3002
15,0.5888,1.3508
16,0.5888,1.0337
17,0.5888,1.3096
18,0.5888,1.0710
19,0.5888,1.2267
20,0.5878,1.1691
21,0.5888,0.9910
22,0.5908,1.2046
23,0.5888,1.1461
24,0.5888,1.2589
25,0.5878,1.0881
26,0.5888,1.0684
27,0.5888,1.1459
28,0.5888,1.0968
29,0.5878,1.4271
30,0.5888,1.0265
31,0.5888,1.0500
32,0.5888,1.0770
33,0.5888,1.0786
34,0.5888,1.4182
35,0.5888,1.0267
36,0.5908,1.0742
37,0.5878,1.0266
38,0.5888,1.1166
39,0.5878,1.3368
40,0.5888,1.0662
41,0.5888,1.0723
42,0.5888,1.0204
43,0.5888,1.0691
44,0.5888,1.6318
45,0.5888,1.0625
46,0.5888,1.0392
47,0.5888,1.2841
48,0.5888,1.1624
49,0.5878,1.2600
50,0.5888,1.0135
51,0.5888,1.0660
52,0.5888,1.0226
53,0.5888,2.2163
54,0.5888,1.4648
55,0.5888,1.1301
56,0.5888,1.0117
57,0.5878,1.6551
58,0.5888,1.0830
59,0.5878,1.0605
60,0.5888,1.3790
61,0.5878,1.4141
62,0.5888,1.1434
63,0.5919,0.9816
64,0.5888,1.1412
65,0.5888,0.9948
66,0.5888,1.3790
67,0.5888,1.0545
68,0.5888,1.1014
69,0.5888,1.0843
70,0.5888,1.1120
71,0.5888,1.6038
72,0.5888,1.1185
73,0.5888,1.0090
74,0.5888,1.1008
75,0.5898,1.1640
76,0.5878,1.2663
77,0.5888,1.0973
78,0.5888,1.1159
79,0.5888,1.3332
80,0.5888,1.4139
81,0.5878,1.0356
82,0.5878,0.9997
83,0.5888,1.2338
84,0.5888,1.0862
85,0.5878,1.7105
86,0.5878,1.0854
87,0.5888,1.0578
88,0.5888,1.0830
89,0.5878,1.1321
90,0.5878,1.2811
91,0.5888,1.0099
92,0.5898,1.0588
93,0.5888,1.0651
94,0.5888,2.4968
95,0.5888,1.2634
96,0.5888,1.0500
97,0.5888,1.2094
98,0.5888,1.6064
99,0.5888,1.0961
100,0.5878,1.0434
101,0.5888,1.0685
102,0.5888,1.1668
103,0.5878,1.2264
104,0.5888,1.0650
105,0.5888,1.0758
106,0.5878,1.0747
107,0.5878,1.1033
108,0.5878,1.2924
109,0.5888,1.0823
110,0.5878,1.1021
111,0.5888,1.0814
112,0.5888,1.3990
113,0.5878,1.3717
114,0.5888,1.0930
115,0.5888,1.1090
116,0.5888,1.1957
117,0.5878,1.3199
118,0.5878,1.0169
119,0.5878,1.0736
120,0.5888,1.2126
121,0.5878,0.9783
122,0.5878,1.2610
123,0.5878,0.9420
124,0.5878,1.0814
125,0.5878,1.0562
126,0.5888,1.1470
127,0.5878,1.0954
128,0.5888,1.4530
129,0.5878,1.0998
130,0.5878,1.0837
131,0.5878,1.1870
132,0.5888,1.3182
133,0.5878,1.0388
134,0.5878,1.0842
135,0.5888,1.0854
136,0.5878,1.3303
137,0.5878,1.7332
138,0.5888,1.5115
139,0.5878,1.0749
140,0.5878,1.4126
141,0.5878,1.2851
142,0.5888,1.0542
143,0.5878,1.0683
144,0.5878,1.2843
145,0.5878,1.3119
146,0.5878,1.0543
147,0.5878,1.0744
148,0.5888,1.1537
149,0.5878,1.1365
150,0.5878,1.2679
151,0.5888,1.0986
152,0.5888,1.1038
153,0.5888,1.0719
154,0.5888,1.1009
155,0.5878,1.3907
156,0.5908,1.0699
157,0.5878,1.2195
158,0.5878,0.9726
159,0.5519,1.4423
160,0.5530,1.0814
161,0.5519,1.0436
162,0.5530,1.0468
163,0.5530,1.0863
164,0.5540,0.9820
165,0.5519,1.2207
166,0.5530,0.9808
167,0.5530,0.9912
168,0.5530,1.0400
169,0.5530,0.9995
170,0.5530,1.1821
171,0.5530,1.0167
172,0.5530,1.0152
173,0.5530,1.0357
174,0.5540,1.2324
175,0.5530,1.3030
176,0.5530,1.0419
177,0.5530,1.0418
178,0.5530,1.2420
179,0.5530,0.9775
180,0.5530,2.1742
181,0.5530,1.3464
182,0.5530,1.0049
183,0.5540,0.9357
184,0.5530,1.3601
185,0.5530,1.0792
186,0.5530,0.9866
187,0.5530,1.0204
188,0.5530,1.0462
189,0.5530,1.0030
190,0.5530,1.1687
191,0.5530,1.0079
192,0.5540,0.9911
193,0.5530,1.1219
194,0.5530,2.2463
195,0.5530,1.1981
196,0.5530,0.9945
197,0.5530,1.1168
198,0.5530,1.3011
199,0.5530,1.0123
200,0.5530,1.0327
201,0.5519,1.0293
202,0.5519,1.1300
203,0.5530,1.0498
204,0.5519,1.1811
205,0.5519,1.0060
206,0.5519,1.0101
207,0.5540,1.0433
208,0.5530,1.0369
209,0.5530,2.0297
210,0.5530,1.3504
211,0.5530,1.0184
212,0.5530,1.0448
213,0.5519,1.1939
214,0.5519,1.0608
215,0.5530,1.0122
216,0.5530,1.2358
217,0.5519,0.8834
218,0.5530,1.2073
219,0.5530,1.0881
220,0.5519,0.9777
221,0.5530,1.0324
222,0.5530,1.0713
223,0.5519,1.2634
224,0.5519,1.0193
225,0.5530,1.0114
226,0.5530,1.0218
227,0.5530,1.1240
228,0.5530,2.1580
229,0.5519,1.2386
230,0.5530,1.0610
231,0.5530,1.0180
232,0.5519,1.3730
233,0.5519,1.0022
234,0.5519,0.9982
235,0.5530,1.0206
236,0.5519,1.1166
237,0.5519,1.9794
238,0.5530,1.4137
239,0.5519,0.9967
240,0.5530,1.1550
241,0.5519,1.2281
