# label=naive_vis0_bs32_cw2_n200000,mode=naive,N=200000,vis=0,steps=300,dt=0.2
step,step_ms,frame_ms
0,196.5363,1.5450
1,157.6305,198.7351
2,164.4001,159.1228
3,189.5659,165.4958
4,201.8130,190.1412
5,201.3133,202.4673
6,191.2924,202.0900
7,138.3168,191.8898
8,137.6461,138.7912
9,134.1942,138.2646
10,132.7104,134.6733
11,133.3064,133.1823
12,132.8343,133.9040
13,137.0388,133.4546
14,133.3002,137.6280
15,132.7278,133.8584
16,134.8393,133.2409
17,132.7227,135.3830
18,135.6216,133.2199
19,135.1496,136.3979
20,132.6848,135.7877
21,133.4006,133.1750
22,133.2081,133.9654
23,134.7103,133.7401
24,141.9715,135.3235
25,138.1294,142.5894
26,138.3158,138.5818
27,139.3910,138.8862
28,137.6051,139.9127
29,137.0624,138.2287
30,136.0097,137.5875
31,137.9133,136.5214
32,138.3045,138.5391
33,135.9339,138.8455
34,137.3276,136.4143
35,137.9246,137.8992
36,135.1250,138.4218
37,136.5811,135.7168
38,135.8879,137.1355
39,136.8637,136.4496
40,138.8636,137.3863
41,137.5027,139.4486
42,138.8595,137.9773
43,140.5389,139.4454
44,137.5836,141.0495
45,137.1853,138.1472
46,135.7629,137.7604
47,136.0261,136.3169
48,135.2468,136.5501
49,132.7012,135.8740
50,140.7345,133.4610
51,132.9910,141.3601
52,134.4113,133.5119
53,133.6904,134.9520
54,136.4296,134.2449
55,134.9816,136.9586
56,133.3893,135.5267
57,135.1291,134.0315
58,132.8179,135.6373
59,133.9361,133.4030
60,134.6908,134.4622
61,132.7012,135.2109
62,138.0741,133.2315
63,136.6282,138.7234
64,132.8087,137.1084
65,133.5603,133.3689
66,132.9889,134.0827
67,132.7176,133.5294
68,139.0275,133.2253
69,132.7217,139.6730
70,132.6684,133.2373
71,135.1772,133.2025
72,137.0030,135.7253
73,132.6449,137.7556
74,138.0045,133.1256
75,137.4116,138.5418
76,132.6602,138.0230
77,133.7969,133.2130
78,134.5382,134.3085
79,137.6881,135.0477
80,132.6633,138.2914
81,132.7032,133.2588
82,133.0729,133.2539
83,134.7389,133.5503
84,139.1790,135.2495
85,135.1803,139.8121
86,137.6983,135.7059
87,137.4229,138.1747
88,138.0936,138.0481
89,134.9888,138.5811
90,138.2216,135.5809
91,138.9978,138.7074
92,137.8867,139.5370
93,137.6584,138.5132
94,136.2483,138.1211
95,135.3339,136.8444
96,138.2523,135.9639
97,137.3829,138.7754
98,138.1857,137.9239
99,136.7951,138.9902
100,137.1351,137.3525
101,134.6099,137.6979
102,136.7071,135.0668
103,133.9269,137.3120
104,134.5720,134.4339
105,132.6602,135.1077
106,135.4414,133.1876
107,134.0826,135.9944
108,134.8547,134.6296
109,134.8854,135.4626
110,132.8527,135.3921
111,133.9075,133.4648
112,135.3073,134.4751
113,132.6479,135.8254
114,135.4926,133.1997
115,137.3297,136.1565
116,132.6684,138.2555
117,134.6109,133.2674
118,135.6380,135.1305
119,132.6551,136.1428
120,133.9607,133.2182
121,133.2183,134.4889
122,134.7154,133.7312
123,132.6664,135.3263
124,137.5816,133.1429
125,132.6766,138.2073
126,132.8005,133.1624
127,135.9380,133.3635
128,135.1864,136.3956
129,132.6817,135.8008
130,138.8779,133.2001
131,133.3166,139.4077
132,132.6469,133.8525
133,139.5128,133.2715
134,139.8927,139.9985
135,137.9267,140.4374
136,137.0665,138.4336
137,137.5181,137.5795
138,133.3596,138.1176
139,136.7030,133.8663
140,137.9379,137.3022
141,134.0723,138.5272
142,133.1026,134.5878
143,137.6922,133.6769
144,136.0363,138.1903
145,133.1446,137.0270
146,139.1411,133.7152
147,137.7055,139.6490
148,136.3425,138.2343
149,133.4723,136.9807
150,138.7950,133.9686
151,137.9932,139.3048
152,136.2063,139.2298
153,133.8829,136.7169
154,133.6494,134.3790
155,137.7137,134.2386
156,136.8771,138.2705
157,133.3586,137.4952
158,135.6380,133.8444
159,136.5463,136.1978
160,135.5121,137.0965
161,133.6832,136.1201
162,139.5651,134.2118
163,139.8548,140.3587
164,135.4783,140.3468
165,134.8608,136.0710
166,139.4002,135.3944
167,137.5898,139.9612
168,138.1591,138.1027
169,136.7654,138.7465
170,134.8362,137.2426
171,135.1465,135.3615
172,137.4147,135.7147
173,134.0160,137.9642
174,133.0790,134.4982
175,139.0459,133.6150
176,137.7526,139.6841
177,137.8294,138.2782
178,141.1144,138.3943
179,142.5254,141.6344
180,137.2897,143.0384
181,138.1069,137.9369
182,139.7064,138.6480
183,136.9764,140.2204
184,135.1588,137.5749
185,139.9962,135.6755
186,138.7418,140.5096
187,138.9343,139.2634
188,140.1170,139.4596
189,134.8915,140.7149
190,135.5397,135.4375
191,135.8408,136.1164
192,137.6707,136.3611
193,136.7880,138.2650
194,137.6082,137.3437
195,135.6431,138.1494
196,138.8595,136.1385
197,137.6041,139.4727
198,139.0510,138.0986
199,137.4566,139.5920
200,134.5024,137.9900
201,133.3565,135.0985
202,137.1269,133.8240
203,135.1383,137.7166
204,133.8737,135.6959
205,136.1132,134.4452
206,136.7532,136.7271
207,136.9825,137.1783
208,133.1302,137.5354
