# label=naive_vis0_bs128_cw2_n50000,mode=naive,N=50000,vis=0,steps=3000,dt=0.2
step,step_ms,frame_ms
0,7.7783,1.1770
1,7.5786,9.4597
2,10.6056,8.8448
3,9.5140,11.1135
4,8.6211,9.9820
5,7.4609,9.1133
6,8.8146,8.3065
7,9.2006,9.4417
8,7.5663,9.8504
9,8.8054,8.1810
10,7.8039,9.3541
11,9.3911,8.2591
12,10.5933,10.0016
13,8.4644,11.1227
14,7.3093,8.8963
15,9.6133,8.3935
16,8.5934,10.1900
17,9.8519,9.4255
18,7.8807,11.3361
19,9.2908,9.4461
20,9.3686,9.8853
21,8.8125,10.2373
22,7.3830,9.4826
23,9.0931,8.0251
24,7.7292,9.6780
25,8.8852,8.2556
26,8.0159,9.6298
27,8.4470,8.5795
28,10.2072,9.0079
29,8.4838,10.7579
30,8.6221,8.9457
31,8.4480,9.2722
32,8.4480,8.9617
33,10.3516,9.0890
34,8.4767,10.9033
35,8.4797,8.9504
36,9.3686,8.9312
37,8.4541,9.8489
38,8.4500,9.0283
39,9.9492,9.4294
40,8.4767,10.3949
41,8.4490,9.0099
42,8.4521,9.3794
43,8.8402,9.0105
44,10.2543,9.9188
45,8.4726,10.8315
46,8.4767,8.9136
47,9.3676,8.9484
48,8.4439,10.0365
49,8.9190,9.1390
50,10.2359,10.6344
51,9.9891,10.7993
52,10.2021,10.5160
53,9.9625,10.8028
54,9.9369,10.5173
55,10.2134,10.4739
56,9.9430,10.7743
57,9.9359,10.5289
58,10.4899,10.4138
59,9.9482,11.0373
60,10.2380,10.5021
61,10.0495,10.9236
62,9.2262,10.5627
63,7.5848,9.7745
64,9.8099,8.3019
65,9.7608,10.5338
66,9.8980,10.5179
67,9.6102,10.5236
68,11.0510,10.1781
69,9.3112,11.7217
70,10.3168,9.8417
71,10.1847,10.8471
72,9.9359,10.7957
73,10.2113,10.5093
74,10.3311,10.8440
75,9.9860,10.9092
76,10.2062,10.5567
77,8.4726,10.6799
78,9.9635,9.0383
79,11.2118,10.5447
80,7.5786,11.7233
81,9.7516,8.1672
82,10.3537,10.3278
83,9.7679,11.0045
84,9.9041,10.4905
85,9.4597,10.4589
86,9.0163,10.2623
87,10.2246,9.7761
88,10.1991,10.7796
89,9.4269,10.7292
90,9.7700,10.0416
91,9.8908,10.3570
92,9.5898,10.5243
93,10.6250,10.2113
94,7.5837,11.1367
95,9.9379,8.1658
96,9.7485,10.4539
97,9.5939,10.4984
98,9.4546,10.1210
99,8.7470,9.9769
100,8.4296,9.3856
101,9.3542,8.9557
102,8.9016,9.9360
103,10.1990,9.5969
104,10.1745,10.7634
105,10.1878,10.7328
106,10.2257,10.8278
107,10.1960,10.8697
108,9.9553,10.7535
109,9.7628,10.6609
110,7.5807,10.2807
111,9.3583,8.2411
112,9.2805,10.8025
113,9.1136,11.0882
114,9.9236,10.4642
115,10.9773,10.8785
116,10.2277,11.5314
117,9.9287,10.8625
118,10.2748,10.5341
119,8.4664,11.1437
120,10.2103,9.2758
121,9.5089,10.9251
122,8.4623,10.1168
123,10.5564,9.2114
124,9.9246,11.8389
125,10.0004,10.6231
126,8.4613,10.4818
127,10.1990,9.2119
128,8.4613,10.7262
129,10.6230,9.1502
130,8.4593,11.1640
131,8.4603,8.9720
132,8.4255,8.8939
133,8.4285,8.9084
134,9.0747,8.9424
135,9.0931,9.6189
136,8.4296,9.6178
137,8.4347,8.9689
138,8.4204,8.9678
139,8.4316,8.8722
140,8.4337,9.0957
141,8.8156,9.0103
142,8.4357,9.3875
143,8.8259,8.9615
144,8.4306,9.3650
145,9.0911,9.0266
146,7.5469,9.6599
147,9.0860,7.9748
148,7.9923,9.5178
149,8.4265,8.5482
150,8.4265,8.9119
151,8.4265,8.9488
152,8.4337,8.9816
153,8.4244,8.9627
154,8.4255,8.9268
155,8.4378,8.9423
156,8.4224,9.0173
157,8.4316,8.9683
158,9.0747,8.8614
159,9.2252,9.5426
160,8.4255,9.9723
161,8.4306,8.7991
162,8.4244,9.1306
163,8.4265,8.8627
164,8.4326,8.9289
165,8.5576,8.9385
166,8.4255,9.1792
167,8.5637,9.0443
168,8.4275,9.1293
169,9.0747,8.9533
170,7.5479,9.5831
171,9.0890,8.1047
172,7.9882,9.5242
173,8.4224,8.4895
174,8.4296,8.9033
175,8.5565,8.9211
176,8.4234,9.1101
177,8.6989,8.9414
178,8.4204,9.2096
179,8.4244,8.9775
