# label=naive_vis1_bs128_cw2_n5000,mode=naive,N=5000,vis=1,steps=3000,dt=0.2
step,step_ms,frame_ms
0,0.5980,1.3085
1,0.5908,4.9932
2,0.5898,137.4751
3,0.5888,1.3686
4,0.5898,2.0275
5,0.5898,1.8973
6,0.5898,1.5668
7,0.5888,1.6345
8,0.5888,1.4319
9,0.5898,1.4062
10,0.5888,1.6866
11,0.5898,1.4692
12,0.5888,1.6667
13,0.5888,1.7546
14,0.5888,2.3712
15,0.5888,1.4396
16,0.5888,1.3945
17,0.5898,3.0897
18,0.5898,1.2962
19,0.5898,1.6112
20,0.5888,1.4615
21,0.5888,1.3444
22,0.5898,1.3337
23,0.5888,1.5414
24,0.5888,1.7377
25,0.5898,1.4662
26,0.5898,1.3022
27,0.5888,1.7385
28,0.5888,1.3011
29,0.5888,1.2842
30,0.5898,1.3267
31,0.5898,1.7330
32,0.5888,1.3511
33,0.5898,1.3262
34,0.5888,1.4578
35,0.5888,1.7209
36,0.5888,1.3255
37,0.5888,1.3213
38,0.5888,1.3324
39,0.5898,1.5277
40,0.5888,1.4110
41,0.5888,1.4803
42,0.5888,1.3433
43,0.5888,1.7159
44,0.5888,1.5086
45,0.5898,1.4786
46,0.5888,2.1165
47,0.5888,1.5102
48,0.5888,1.3396
49,0.5888,1.3550
50,0.5888,3.1452
51,0.5888,1.2869
52,0.5888,1.4224
53,0.5888,1.4829
54,0.5888,1.3603
55,0.5979,1.4040
56,0.5888,1.9270
57,0.5888,1.3423
58,0.5888,1.3508
59,0.5888,1.7450
60,0.5888,1.6716
61,0.5888,1.3802
62,0.5888,1.3529
63,0.5888,1.3947
64,0.5888,1.4824
65,0.5888,1.8348
66,0.5898,1.3181
67,0.5888,2.1411
68,0.5530,1.4234
69,0.5530,1.4449
70,0.5540,1.3641
71,0.5540,2.0721
72,0.5530,1.5342
73,0.5540,1.7103
74,0.5530,1.9452
75,0.5530,1.5479
76,0.5550,1.5253
77,0.5540,1.9811
78,0.5540,1.4324
79,0.5530,1.5638
80,0.5530,1.2979
81,0.5540,1.6959
82,0.5540,1.3521
83,0.5530,1.3816
84,0.5540,1.3554
85,0.5530,2.8551
86,0.5540,1.3370
87,0.5540,1.2932
88,0.5540,1.5736
89,0.5530,1.3237
90,0.5530,1.2939
91,0.5540,1.4157
92,0.5530,1.4046
93,0.5540,1.3477
94,0.5530,1.3714
95,0.5530,1.3445
96,0.5530,1.4657
97,0.5530,1.3091
98,0.5530,1.2737
99,0.5530,1.3867
100,0.5530,1.6051
101,0.5530,1.3640
102,0.5530,1.2729
103,0.5530,1.4585
104,0.5530,1.5151
105,0.5540,1.4245
106,0.5601,1.3970
107,0.5540,1.3034
108,0.5530,1.7113
109,0.5530,1.3248
110,0.5640,1.3821
111,0.5530,1.6716
112,0.5530,1.3538
113,0.5530,1.4797
114,0.5540,1.7800
115,0.5530,2.6478
116,0.5581,1.5964
117,0.5642,1.6794
118,0.5530,1.7171
119,0.5530,1.3994
120,0.5642,1.3288
121,0.5530,1.5604
122,0.5530,1.4402
123,0.5540,1.5100
124,0.5530,1.3969
125,0.5530,1.7676
126,0.5530,1.7236
127,0.5530,1.3248
128,0.5540,1.3915
129,0.5530,1.7071
130,0.5530,1.2735
131,0.5530,1.1852
132,0.5530,1.4506
133,0.5519,1.5699
134,0.5530,1.3731
135,0.5530,1.2146
136,0.5530,1.4416
137,0.5519,1.5675
138,0.5530,1.3180
139,0.5530,1.3660
140,0.5530,1.5309
141,0.5530,1.4048
142,0.5530,1.3456
143,0.5530,1.2580
144,0.5540,1.3807
145,0.5530,1.7005
146,0.5530,1.4562
147,0.5530,1.4317
148,0.5530,1.6029
149,0.5530,1.4967
150,0.5530,1.3393
151,0.5530,1.3530
152,0.5530,2.6692
153,0.5530,1.4344
154,0.5530,1.2743
155,0.5530,1.9535
156,0.5530,1.4274
157,0.5530,1.3043
158,0.5540,1.2528
159,0.5530,1.7650
160,0.5530,1.2913
161,0.5612,1.3314
162,0.5530,1.4578
163,0.5530,1.5172
164,0.5530,1.3698
165,0.5530,1.2343
166,0.5530,1.4206
167,0.5530,1.4817
168,0.5530,1.8194
169,0.5530,1.0143
170,0.5530,1.3758
171,0.5519,1.6287
172,0.5530,1.4789
173,0.8161,1.3494
174,0.5530,2.0915
175,0.5530,1.4584
176,0.5519,1.3335
177,0.5530,1.8344
178,0.5530,2.4499
179,0.5540,1.5176
180,0.5530,1.5157
181,0.5530,1.7178
182,0.5530,1.4485
183,0.5540,1.3949
184,0.5530,2.6287
185,0.5530,2.1219
