# label=naive_vis0_bs64_cw2_n200000,mode=naive,N=200000,vis=0,steps=300,dt=0.2
step,step_ms,frame_ms
0,155.3531,1.4042
1,126.7395,157.5228
2,120.5125,128.9277
3,123.9183,121.9132
4,115.9629,125.0707
5,117.4866,116.5841
6,102.6007,118.1180
7,104.2319,103.1633
8,102.5126,104.7848
9,103.4609,103.1151
10,103.4537,104.1011
11,102.5700,103.9041
12,103.2038,103.2622
13,103.6472,103.8277
14,102.4184,104.2039
15,103.3646,102.9639
16,103.2663,104.0393
17,103.2888,103.8058
18,103.6524,103.9336
19,102.4942,104.2610
20,103.5540,103.0407
21,102.5147,104.2012
22,103.4516,102.9715
23,102.6017,104.0689
24,103.5336,103.1879
25,102.5915,104.0880
26,104.3220,103.0976
27,103.3298,104.8850
28,104.3630,103.8278
29,103.3779,104.8449
30,104.2207,103.8955
31,103.3513,104.8233
32,104.3835,103.8880
33,103.8397,104.9931
34,104.4111,104.2834
35,103.3544,104.9943
36,104.3866,103.8930
37,103.2868,104.9507
38,104.3302,103.7722
39,103.2294,104.8118
40,104.0558,103.7614
41,103.2294,104.6194
42,104.4613,103.7882
43,103.2438,105.0623
44,104.3282,103.8373
45,103.2591,104.9004
46,104.1971,103.7677
47,103.3656,104.7871
48,104.3702,103.9456
49,103.3236,104.9113
50,104.4101,103.8353
51,104.0046,104.9577
52,104.3118,104.5673
53,103.3738,105.0232
54,104.4081,103.9645
55,103.3728,104.8708
56,104.3651,103.9438
57,104.0742,104.9689
58,103.9094,104.5549
59,104.0056,104.4983
60,104.0148,104.6023
61,103.9759,104.5883
62,103.8940,104.4882
63,104.1705,104.4469
64,103.9913,104.7454
65,104.0405,104.5884
66,104.0599,105.3715
67,104.7368,104.6501
68,104.1009,105.3156
69,104.1132,104.6613
70,104.0722,104.7275
71,103.9370,104.6055
72,104.1500,104.5232
73,104.1172,104.7855
74,104.0988,104.6229
75,104.0282,104.6305
76,103.7773,104.6012
77,105.2334,104.4356
78,103.3421,105.7845
79,104.4142,104.0234
80,103.3134,104.9241
81,104.2913,103.8257
82,103.2448,104.8146
83,104.3077,103.8636
84,103.2540,104.7792
85,104.2678,103.7978
86,103.2509,104.9371
